repositorio,estrelas,data_criacao,idade_anos,total_prs_aceitas,total_releases,ultima_atualizacao,dias_desde_atualizacao,linguagem_primaria,issues_fechadas,issues_total,razao_issues_fechadas
codecrafters-io/build-your-own-x,540514,2018-05-09T12:03:18Z,8.27,157,0,2026-08-17T21:58:20Z,0,Markdown,677,947,0.7149
sindresorhus/awesome,496971,2014-07-11T13:42:37Z,12.1,700,0,2026-08-17T21:57:12Z,0,N/A,352,368,0.9565
public-apis/public-apis,463154,2016-03-20T23:49:42Z,10.41,2137,0,2026-08-17T21:58:50Z,0,Python,911,937,0.9723
freeCodeCamp/freeCodeCamp,454205,2014-12-24T17:49:19Z,11.65,29105,0,2026-08-17T21:33:15Z,0,TypeScript,21904,22073,0.9923
EbookFoundation/free-programming-books,394630,2013-10-11T06:50:37Z,12.85,7421,0,2026-08-17T21:39:41Z,0,Python,1255,1293,0.9706
openclaw/openclaw,386558,2025-11-24T10:16:47Z,0.73,25797,235,2026-08-17T21:51:06Z,0,TypeScript,43914,47366,0.9271
nilbuild/developer-roadmap,364743,2017-03-15T13:45:52Z,9.42,4396,1,2026-08-17T21:46:29Z,0,TypeScript,3184,3184,1.0
donnemartin/system-design-primer,364450,2017-02-26T16:15:28Z,9.47,210,0,2026-08-17T22:00:04Z,0,Python,127,401,0.3167
jwasham/coding-interview-university,359064,2016-06-06T02:34:12Z,10.2,415,0,2026-08-17T21:53:38Z,0,N/A,455,536,0.8489
vinta/awesome-python,314493,2014-06-27T21:00:06Z,12.14,741,0,2026-08-17T21:58:57Z,0,Python,0,0,0.0
awesome-selfhosted/awesome-selfhosted,313284,2015-06-01T02:33:17Z,11.21,0,1,2026-08-17T21:59:48Z,0,N/A,0,0,0.0
practical-tutorials/project-based-learning,279614,2017-04-12T05:07:46Z,9.35,194,0,2026-08-17T21:20:20Z,0,Python,88,239,0.3682
996icu/996.ICU,276679,2019-03-26T07:31:14Z,7.39,1072,0,2026-08-17T21:34:45Z,0,N/A,0,0,0.0
obra/superpowers,273188,2025-10-09T19:45:18Z,0.85,167,12,2026-08-17T21:58:51Z,0,Shell,695,851,0.8167
react/react,247336,2013-05-24T16:15:54Z,13.23,13034,132,2026-08-17T20:42:08Z,0,JavaScript,13801,14617,0.9442
torvalds/linux,243039,2011-09-04T22:48:12Z,14.95,0,0,2026-08-17T21:56:16Z,0,C,0,0,0.0
affaan-m/ECC,240686,2026-01-18T00:51:51Z,0.58,997,15,2026-08-17T21:55:37Z,0,JavaScript,667,709,0.9408
trimstray/the-book-of-secret-knowledge,238847,2018-06-23T10:43:14Z,8.15,122,0,2026-08-17T21:45:51Z,0,N/A,0,0,0.0
NousResearch/hermes-agent,231991,2025-07-22T22:22:28Z,1.07,11065,27,2026-08-17T21:58:58Z,0,Python,11206,22190,0.505
TheAlgorithms/Python,223818,2016-07-16T09:44:01Z,10.09,3088,0,2026-08-17T21:04:11Z,0,Python,1606,1749,0.9182
mattpocock/skills,220269,2026-02-03T11:15:53Z,0.53,90,7,2026-08-17T22:01:45Z,0,Shell,304,657,0.4627
vuejs/vue,210189,2013-07-29T03:24:51Z,13.05,1136,249,2026-08-17T21:45:11Z,0,TypeScript,9670,10035,0.9636
ossu/computer-science,208086,2014-05-04T00:18:39Z,12.29,315,0,2026-08-17T21:53:35Z,0,HTML,658,675,0.9748
multica-ai/andrej-karpathy-skills,203375,2026-01-27T03:53:13Z,0.55,12,0,2026-08-17T21:58:29Z,0,N/A,0,0,0.0
n8n-io/n8n,200988,2019-06-22T09:24:21Z,7.15,20051,763,2026-08-17T21:35:50Z,0,TypeScript,9684,10019,0.9666
anomalyco/opencode,198464,2025-04-30T20:08:00Z,1.3,7268,860,2026-08-17T21:57:29Z,0,TypeScript,19985,23926,0.8353
tensorflow/tensorflow,196988,2015-11-07T01:19:20Z,10.78,48928,222,2026-08-17T21:06:38Z,0,C++,40917,41684,0.9816
trekhleb/javascript-algorithms,196509,2018-03-24T07:47:04Z,8.4,309,0,2026-08-17T21:41:49Z,0,JavaScript,238,373,0.6381
ultraworkers/claw-code,195068,2026-03-31T08:58:08Z,0.38,143,0,2026-08-17T20:42:10Z,0,Rust,2195,2211,0.9928
DigitalPlatDev/FreeDomain,193932,2024-05-30T13:23:00Z,2.21,0,0,2026-08-17T21:53:02Z,0,Markdown,0,0,0.0
ohmyzsh/ohmyzsh,189229,2009-08-28T18:15:37Z,16.97,3653,0,2026-08-17T21:08:11Z,0,Shell,4925,5079,0.9697
microsoft/vscode,188830,2015-09-03T20:23:38Z,10.95,52032,233,2026-08-17T21:55:00Z,0,TypeScript,233495,251058,0.93
massgravel/Microsoft-Activation-Scripts,187346,2020-01-12T23:03:34Z,6.59,7,31,2026-08-17T22:00:42Z,0,Batchfile,1067,1073,0.9944
Significant-Gravitas/AutoGPT,186655,2023-03-16T09:21:07Z,3.42,4768,117,2026-08-17T21:44:15Z,0,Python,3648,3939,0.9261
CyC2018/CS-Notes,185393,2018-02-13T14:56:24Z,8.51,374,0,2026-08-17T20:59:09Z,0,N/A,449,579,0.7755
jackfrued/Python-100-Days,185297,2018-03-01T16:05:52Z,8.46,13,0,2026-08-17T20:41:47Z,0,Jupyter Notebook,193,729,0.2647
yt-dlp/yt-dlp,185110,2020-10-26T04:22:55Z,5.81,3397,135,2026-08-17T21:51:35Z,0,Python,9941,11911,0.8346
getify/You-Dont-Know-JS,184696,2013-11-16T02:37:24Z,12.75,370,0,2026-08-17T20:41:50Z,0,N/A,947,947,1.0
avelino/awesome-go,181323,2014-07-06T13:42:15Z,12.11,3871,0,2026-08-17T21:45:55Z,0,Go,736,759,0.9697
ollama/ollama,178804,2023-06-26T19:39:32Z,3.14,3524,245,2026-08-17T21:49:27Z,0,Go,8585,10997,0.7807
flutter/flutter,178431,2015-03-06T22:54:58Z,11.45,49594,7,2026-08-17T21:33:54Z,0,Dart,102614,115191,0.8908
github/gitignore,175354,2010-11-08T20:17:14Z,15.77,1779,0,2026-08-17T20:41:43Z,0,N/A,0,0,0.0
twbs/bootstrap,174607,2011-07-29T21:19:00Z,15.05,9481,94,2026-08-17T21:56:46Z,0,MDX,22838,22942,0.9955
microsoft/markitdown,174262,2024-11-13T19:56:40Z,1.76,183,20,2026-08-17T21:56:33Z,0,Python,181,569,0.3181
521xueweihan/HelloGitHub,171379,2016-05-04T06:24:11Z,10.29,17,68,2026-08-17T21:34:47Z,0,Python,2708,3317,0.8164
anthropics/skills,169982,2025-09-22T15:53:31Z,0.9,49,0,2026-08-17T22:01:28Z,0,Python,49,365,0.1342
firecrawl/firecrawl,168599,2024-04-15T21:02:29Z,2.34,1931,35,2026-08-17T21:58:39Z,0,TypeScript,885,952,0.9296
f/prompts.chat,167323,2022-12-05T13:54:13Z,3.7,236,0,2026-08-17T21:58:53Z,0,HTML,152,172,0.8837
AUTOMATIC1111/stable-diffusion-webui,164549,2022-08-22T14:05:26Z,3.99,1875,27,2026-08-17T21:05:33Z,0,Python,5491,7913,0.6939
huggingface/transformers,164193,2018-10-29T13:56:00Z,7.8,20187,268,2026-08-17T21:00:08Z,0,Python,18439,19318,0.9545
jlevy/the-art-of-command-line,162115,2015-05-20T15:11:03Z,11.24,317,0,2026-08-17T21:19:15Z,0,N/A,138,264,0.5227
Snailclimb/JavaGuide,157824,2018-05-07T13:27:00Z,8.28,1270,0,2026-08-17T21:39:04Z,0,JavaScript,1100,1158,0.9499
langflow-ai/langflow,153367,2023-02-08T22:28:03Z,3.52,7289,303,2026-08-17T21:08:29Z,0,Python,3207,3422,0.9372
langgenius/dify,152722,2023-04-12T07:40:24Z,3.35,13369,168,2026-08-17T21:54:44Z,0,TypeScript,18350,18637,0.9846
deepseek-ai/deepseek-harness,149448,2026-08-13T11:56:32Z,0.01,0,1,2026-08-17T22:01:54Z,0,TypeScript,0,0,0.0
open-webui/open-webui,149038,2023-10-06T22:08:27Z,2.86,4058,167,2026-08-17T21:26:15Z,0,Python,9192,9382,0.9797
airbnb/javascript,148135,2012-11-01T23:13:50Z,13.79,822,0,2026-08-17T20:41:18Z,0,JavaScript,1316,1416,0.9294
Genymobile/scrcpy,147817,2017-11-21T18:00:27Z,8.74,153,52,2026-08-17T21:49:58Z,0,C,3356,6148,0.5459
msitarzewski/agency-agents,145984,2025-10-13T12:12:29Z,0.84,222,0,2026-08-17T22:01:32Z,0,Shell,87,145,0.6
langchain-ai/langchain,144413,2022-10-17T02:58:36Z,3.83,17246,1000,2026-08-17T21:43:03Z,0,Python,9651,9982,0.9668
x1xhlol/system-prompts-and-models-of-ai-tools,142873,2025-03-05T16:38:29Z,1.45,52,0,2026-08-17T21:59:08Z,0,N/A,121,212,0.5708
yangshun/tech-interview-handbook,141931,2016-07-05T05:00:48Z,10.12,494,0,2026-08-17T20:41:13Z,0,TypeScript,92,126,0.7302
vercel/next.js,141808,2016-10-05T23:32:51Z,9.86,28198,1000,2026-08-17T20:41:11Z,0,JavaScript,23216,25192,0.9216
anthropics/claude-code,141771,2025-02-22T17:41:21Z,1.48,162,190,2026-08-17T21:52:51Z,0,Python,70593,84704,0.8334
ytdl-org/youtube-dl,140971,2010-10-31T14:35:07Z,15.79,1646,341,2026-08-17T20:41:14Z,0,Python,23204,26831,0.8648
clash-verge-rev/clash-verge-rev,138438,2023-11-21T18:24:03Z,2.74,1012,67,2026-08-17T21:39:33Z,0,TypeScript,5412,5799,0.9333
microsoft/PowerToys,137821,2019-05-01T17:44:02Z,7.3,7004,140,2026-08-17T20:41:06Z,0,C,33751,41131,0.8206
iptv-org/iptv,136037,2018-11-14T22:00:57Z,7.76,6996,0,2026-08-17T21:55:07Z,0,TypeScript,34399,34424,0.9993
golang/go,135844,2014-08-19T04:33:40Z,11.99,1,0,2026-08-17T22:02:21Z,0,Go,63149,72858,0.8667
labuladong/fucking-algorithm,135363,2020-02-19T09:01:23Z,6.49,244,0,2026-08-17T20:41:06Z,0,Markdown,979,981,0.998
Shubhamsaboo/awesome-llm-apps,132976,2024-04-29T05:30:25Z,2.3,242,0,2026-08-17T21:14:41Z,0,Python,168,174,0.9655
ripienaar/free-for-dev,132044,2015-03-18T21:06:26Z,11.42,3080,0,2026-08-17T21:45:41Z,0,HTML,0,0,0.0
excalidraw/excalidraw,129887,2020-01-02T01:04:43Z,6.62,3961,15,2026-08-17T21:37:15Z,0,TypeScript,2650,4910,0.5397
github/spec-kit,129818,2025-08-21T22:54:31Z,0.99,1390,212,2026-08-17T22:00:41Z,0,Python,1355,1508,0.8985
krahets/hello-algo,129429,2022-11-04T11:08:34Z,3.78,996,10,2026-08-17T21:44:20Z,0,Java,278,292,0.9521
Chalarangelo/30-seconds-of-code,128732,2017-11-29T17:35:03Z,8.71,855,12,2026-08-17T20:41:04Z,0,JavaScript,300,300,1.0
garrytan/gstack,128408,2026-03-11T21:22:45Z,0.44,306,0,2026-08-17T21:40:07Z,0,TypeScript,461,761,0.6058
Comfy-Org/ComfyUI,128121,2023-01-17T03:15:56Z,3.58,3152,153,2026-08-17T21:58:46Z,0,Python,5041,9142,0.5514
farion1231/cc-switch,127844,2025-08-04T14:16:16Z,1.03,456,50,2026-08-17T21:37:10Z,0,Rust,3170,4635,0.6839
react/react-native,126353,2015-01-09T18:10:16Z,11.6,999,471,2026-08-17T21:41:50Z,0,C++,27102,27777,0.9757
kubernetes/kubernetes,124521,2014-06-06T22:56:04Z,12.19,65648,810,2026-08-17T21:22:58Z,0,Go,47696,49535,0.9629
ggml-org/llama.cpp,124373,2023-03-10T18:58:00Z,3.44,9723,1000,2026-08-17T21:53:59Z,0,C++,8753,9513,0.9201
electron/electron,122507,2013-04-12T01:47:36Z,13.35,26594,1000,2026-08-17T21:44:14Z,0,C++,21141,21825,0.9687
shadcn-ui/ui,121508,2023-01-04T12:43:27Z,3.62,1437,117,2026-08-17T21:41:54Z,0,TypeScript,3169,4232,0.7488
rustdesk/rustdesk,121091,2020-09-28T15:36:08Z,5.88,4205,39,2026-08-17T21:30:20Z,0,Rust,4224,4305,0.9812
nodejs/node,118928,2014-11-26T19:57:11Z,11.72,13199,512,2026-08-17T21:48:10Z,0,JavaScript,20069,20772,0.9662
Hack-with-Github/Awesome-Hacking,118507,2016-03-30T15:47:10Z,10.38,41,0,2026-08-17T21:57:40Z,0,N/A,0,0,0.0
justjavac/free-programming-books-zh_CN,118367,2013-11-04T01:59:19Z,12.78,300,3,2026-08-17T20:40:46Z,0,N/A,0,0,0.0
microsoft/generative-ai-for-beginners,117943,2023-06-19T16:28:59Z,3.16,601,0,2026-08-17T21:23:04Z,0,Jupyter Notebook,244,244,1.0
nextlevelbuilder/ui-ux-pro-max-skill,117610,2025-11-30T11:36:31Z,0.71,138,41,2026-08-17T21:52:18Z,0,Python,134,173,0.7746
godotengine/godot,115762,2014-01-04T16:05:36Z,12.62,43342,71,2026-08-17T21:54:55Z,0,C++,49933,63332,0.7884
rust-lang/rust,115522,2010-06-16T20:39:03Z,16.17,73535,153,2026-08-17T21:21:42Z,0,Rust,52157,63530,0.821
mrdoob/three.js,114576,2010-03-23T18:58:01Z,16.4,15991,177,2026-08-17T20:40:36Z,0,JavaScript,13488,13737,0.9819
2dust/v2rayN,114064,2019-07-30T03:47:24Z,7.05,602,333,2026-08-17T21:43:32Z,0,C#,7117,7133,0.9978
d3/d3,113478,2010-09-27T17:22:42Z,15.89,495,194,2026-08-17T21:50:40Z,0,Shell,2242,2247,0.9978
jaywcjlove/awesome-mac,111305,2016-07-17T15:33:47Z,10.08,1244,15,2026-08-17T22:02:02Z,0,Swift,403,562,0.7171
immich-app/immich,111093,2022-02-03T15:56:27Z,4.53,10003,305,2026-08-17T22:00:27Z,0,TypeScript,8658,9142,0.9471
tauri-apps/tauri,110292,2019-07-13T09:09:37Z,7.1,5674,0,2026-08-17T21:48:01Z,0,Rust,5131,6415,0.7998
microsoft/TypeScript,110182,2014-06-17T15:28:39Z,12.17,14893,217,2026-08-17T20:40:31Z,0,TypeScript,38202,43251,0.8833
browser-use/browser-use,109521,2024-10-31T16:00:56Z,1.79,1895,135,2026-08-17T21:52:32Z,0,Python,1504,1605,0.9371
axios/axios,109202,2014-08-18T22:30:27Z,11.99,1481,123,2026-08-17T20:40:32Z,0,JavaScript,5008,5054,0.9909
VoltAgent/awesome-design-md,108927,2026-03-31T16:37:01Z,0.38,6,0,2026-08-17T21:23:48Z,0,N/A,78,385,0.2026
fatedier/frp,108838,2015-12-21T15:24:59Z,10.66,861,116,2026-08-17T20:40:28Z,0,Go,4100,4141,0.9901
papers-we-love/papers-we-love,108799,2013-12-15T14:31:41Z,12.67,444,0,2026-08-17T21:53:46Z,0,Shell,245,247,0.9919
denoland/deno,108235,2018-05-15T01:34:26Z,8.26,16450,388,2026-08-17T21:29:55Z,0,Rust,13819,14995,0.9216
supabase/supabase,108099,2019-10-12T05:56:49Z,6.85,18648,30,2026-08-17T21:55:19Z,0,TypeScript,5565,5840,0.9529
Graphify-Labs/graphify,107482,2026-04-03T15:49:07Z,0.37,135,192,2026-08-17T21:57:43Z,0,Python,904,1367,0.6613
openai/whisper,107467,2022-09-16T20:02:54Z,3.92,122,13,2026-08-17T21:33:20Z,0,Python,0,0,0.0
google-gemini/gemini-cli,106544,2025-04-17T17:04:31Z,1.33,6649,587,2026-08-17T21:14:35Z,0,TypeScript,13654,14219,0.9603
openai/codex,106484,2025-04-13T05:37:54Z,1.34,9526,992,2026-08-17T22:03:01Z,0,Rust,10465,23164,0.4518
harry0703/MoneyPrinterTurbo,105864,2024-03-11T02:57:34Z,2.43,199,17,2026-08-17T21:59:12Z,0,Python,753,767,0.9817
goldbergyoni/nodebestpractices,105582,2017-09-15T08:33:19Z,8.92,766,0,2026-08-17T21:40:10Z,0,Dockerfile,288,342,0.8421
DietrichGebert/ponytail,104702,2026-06-12T00:52:37Z,0.18,174,15,2026-08-17T22:00:25Z,0,JavaScript,211,268,0.7873
